,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Female,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
MIDV-TX1 Helen DeVos Children's Hospital,All Genders,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHF-TX1 Henry Ford Hospital,All Genders,,537,380,100,27,14,32,19,0,1,0,0,0,0,0,0
,Male,,299,205,57,14,7,28,6,0,1,0,0,0,0,0,0
,Female,,238,175,43,13,7,4,13,0,0,0,0,0,0,0,0
MIHH-TX1 Harper University Hospital Detroit Medical Center,All Genders,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHM-TX1 Hurley Medical Center,All Genders,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Female,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIKZ-TX1 Borgess Medical Center,All Genders,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MISH-TX1 Spectrum Health,All Genders,,38,0,0,0,0,33,5,0,0,0,0,0,0,0,0
,Male,,33,0,0,0,0,31,2,0,0,0,0,0,0,0,0
,Female,,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0
MISJ-TX1 Ascension St. John Hospital,All Genders,,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0
MISM-TX1 Mercy Health Saint Mary’s,All Genders,,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0
MIUM-TX1 University of Michigan Medical Center,All Genders,,939,772,88,4,19,71,11,0,0,0,0,0,0,0,0
,Male,,584,471,53,3,11,58,2,0,0,0,0,0,0,0,0
,Female,,355,301,35,1,8,13,9,0,0,0,0,0,0,0,0
MNAN-TX1 Abbott Northwestern Hospital,All Genders,,155,151,0,0,0,4,0,0,0,0,0,0,0,0,0
,Male,,97,93,0,0,0,4,0,0,0,0,0,0,0,0,0
,Female,,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0
MNCM-TX1 Children's Minnesota,All Genders,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Male,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Female,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MNHC-TX1 Hennepin County Medical Center,All Genders,,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),All Genders,,"1,089",870,93,43,45,67,29,7,0,0,0,0,1,0,0
,Male,,624,496,61,14,28,41,16,2,0,0,0,0,0,0,0
,Female,,465,374,32,29,17,26,13,5,0,0,0,0,1,0,0
"MNUM-TX1 University of Minnesota Medical Center, Fairview",All Genders,,"1,055",809,97,88,116,40,33,0,0,0,0,0,0,0,0
,Male,,621,480,61,43,71,36,10,0,0,0,0,0,0,0,0
,Female,,434,329,36,45,45,4,23,0,0,0,0,0,0,0,0
MOBH-TX1 Barnes-Jewish Hospital,All Genders,,848,746,44,2,19,24,14,4,0,0,0,0,0,0,0
,Male,,522,458,33,1,11,18,3,2,0,0,0,0,0,0,0
,Female,,326,288,11,1,8,6,11,2,0,0,0,0,0,0,0
MOCG-TX1 Cardinal Glennon Children's Hospital,All Genders,,18,5,4,0,0,9,0,0,0,0,0,0,0,0,0
,Male,,11,4,3,0,0,4,0,0,0,0,0,0,0,0,0
,Female,,7,1,1,0,0,5,0,0,0,0,0,0,0,0,0
MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,All Genders,,23,6,8,0,0,9,4,1,0,0,0,0,0,0,0
,Male,,13,4,6,0,0,4,1,0,0,0,0,0,0,0,0
,Female,,10,2,2,0,0,5,3,1,0,0,0,0,0,0,0
MOCM-TX1 Children's Mercy Hospital,All Genders,,62,58,0,0,0,4,0,0,0,0,0,0,0,0,0
,
,Male,,42,41,0,0,0,1,0,0,0,0,0,0,0,0,0
,Female,,20,17,0,0,0,3,0,0,0,0,0,0,0,0,0
MODU-TX1 DePaul Health Center,All Genders,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MOJM-TX1 St Johns Mercy Medical Center,All Genders,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLH-TX1 St Luke's Hospital of Kansas City,All Genders,,265,220,31,0,0,15,0,0,0,0,0,0,0,0,0
,Male,,153,121,18,0,0,15,0,0,0,0,0,0,0,0,0
,Female,,112,99,13,0,0,0,0,0,0,0,0,0,0,0,0
MORH-TX1 Research Medical Center,All Genders,,138,135,0,0,3,0,0,0,0,0,0,0,0,0,0
,Male,,95,93,0,0,2,0,0,0,0,0,0,0,0,0,0
,Female,,43,42,0,0,1,0,0,0,0,0,0,0,0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,All Genders,,171,139,30,0,2,0,0,0,0,0,0,0,0,0,0
,Male,,101,81,19,0,1,0,0,0,0,0,0,0,0,0,0
,Female,,70,58,11,0,1,0,0,0,0,0,0,0,0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,All Genders,,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
MSUM-TX1 University of Mississippi Medical Center,All Genders,,945,899,32,0,6,19,0,0,0,0,0,0,0,0,0
,Male,,554,521,21,0,4,13,0,0,0,0,0,0,0,0,0
,Female,,391,378,11,0,2,6,0,0,0,0,0,0,0,0,0
NCBG-TX1 Wake Forest Baptist Medical Center,All Genders,,702,685,0,35,29,11,0,0,0,0,0,0,0,0,0
,Male,,425,416,0,20,19,8,0,0,0,0,0,0,0,0,0
,Female,,277,269,0,15,10,3,0,0,0,0,0,0,0,0,0
NCCM-TX1 Carolinas Medical Center,All Genders,,703,569,108,0,18,24,0,0,0,0,0,0,0,0,0
,Male,,446,351,81,0,9,17,0,0,0,0,0,0,0,0,0
,Female,,257,218,27,0,9,7,0,0,0,0,0,0,0,0,0
NCDU-TX1 Duke University Hospital,All Genders,,711,627,36,5,7,37,10,1,5,1,0,0,0,1,0
,Male,,465,412,24,3,3,24,6,1,1,1,0,0,0,0,0
,Female,,246,215,12,2,4,13,4,0,4,0,0,0,0,1,0
NCEC-TX1 Vidant Medical Center,All Genders,,395,376,0,3,18,0,0,0,0,0,0,0,0,0,0
,Male,,219,207,0,1,11,0,0,0,0,0,0,0,0,0,0
,Female,,176,169,0,2,7,0,0,0,0,0,0,0,0,0,0
NCMH-TX1 University of North Carolina Hospitals,All Genders,,844,773,30,4,14,22,9,1,0,0,0,0,0,0,0
,Male,,462,415,20,3,6,17,7,1,0,0,0,0,0,0,0
,Female,,382,358,10,1,8,5,2,0,0,0,0,0,0,0,0
NDMC-TX1 Sanford Bismarck Medical Center,All Genders,,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
,
NDSL-TX1 Sanford Medical Center Fargo,All Genders,,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NECH-TX1 Children's Hospital & Medical Center,All Genders,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Male,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Female,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NEUN-TX1 The Nebraska Medical Center,All Genders,,304,182,92,11,1,33,1,0,17,0,0,0,0,0,0
,Male,,199,123,53,4,1,26,0,0,7,0,0,0,0,0,0
,Female,,105,59,39,7,0,7,1,0,10,0,0,0,0,0,0
NHDH-TX1 Mary Hitchcock Memorial Hospital,All Genders,,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
NJBI-TX1 Newark Beth Israel Medical Center,All Genders,,37,0,0,0,0,26,11,0,0,0,0,0,0,0,0
,Male,,25,0,0,0,0,22,3,0,0,0,0,0,0,0,0
,Female,,12,0,0,0,0,4,8,0,0,0,0,0,0,0,0
NJHK-TX1 Hackensack University Medical Center,All Genders,,227,219,0,5,5,0,0,0,0,0,0,0,0,0,0
,Male,,146,143,0,2,3,0,0,0,0,0,0,0,0,0,0
,Female,,81,76,0,3,2,0,0,0,0,0,0,0,0,0,0
NJLL-TX1 Virtua Our Lady of Lourdes Hospital,All Genders,,384,307,70,2,11,0,0,0,0,0,0,0,0,0,0
,Male,,239,194,46,1,4,0,0,0,0,0,0,0,0,0,0
,Female,,145,113,24,1,7,0,0,0,0,0,0,0,0,0,0
NJRW-TX1 Robert Wood Johnson University Hospital,All Genders,,289,270,0,1,6,12,0,0,0,0,0,0,0,0,0
,Male,,188,171,0,1,5,11,0,0,0,0,0,0,0,0,0
,Female,,101,99,0,0,1,1,0,0,0,0,0,0,0,0,0
NJSB-TX1 Saint Barnabas Medical Center,All Genders,,"1,559","1,538",0,5,16,0,0,0,0,0,0,0,0,0,0
,Male,,997,986,0,2,9,0,0,0,0,0,0,0,0,0,0
,Female,,562,552,0,3,7,0,0,0,0,0,0,0,0,0,0
NJUH-TX1 University Hospital,All Genders,,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center",All Genders,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
NMPH-TX1 Presbyterian Hospital,All Genders,,327,324,0,2,3,0,0,0,0,0,0,0,0,0,0
,Male,,209,207,0,1,3,0,0,0,0,0,0,0,0,0,0
,Female,,118,117,0,1,0,0,0,0,0,0,0,0,0,0,0
NVUM-TX1 University Medical Center of Southern Nevada,All Genders,,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0
NYAM-TX1 Albany Medical Center Hospital,All Genders,,176,172,0,4,4,0,0,0,0,0,0,0,0,0,0
,Male,,119,116,0,3,3,0,0,0,0,0,0,0,0,0,0
,
,Female,,57,56,0,1,1,0,0,0,0,0,0,0,0,0,0
NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,All Genders,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,All Genders,,957,606,145,37,13,120,70,1,2,0,0,0,0,0,0
,Male,,583,363,90,18,7,95,32,1,0,0,0,0,0,0,0
,Female,,374,243,55,19,6,25,38,0,2,0,0,0,0,0,0
"NYDS-TX1 State University of New York, Downstate Medical Center",All Genders,,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
NYEC-TX1 Erie County Medical Center,All Genders,,186,185,0,2,8,0,0,0,0,0,0,0,0,0,0
,Male,,108,108,0,1,4,0,0,0,0,0,0,0,0,0,0
,Female,,78,77,0,1,4,0,0,0,0,0,0,0,0,0,0
"NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center",All Genders,,528,434,66,7,8,29,0,0,0,0,0,0,0,0,0
,Male,,338,274,45,1,3,26,0,0,0,0,0,0,0,0,0
,Female,,190,160,21,6,5,3,0,0,0,0,0,0,0,0,0
NYMA-TX1 Montefiore Medical Center,All Genders,,"1,261","1,127",48,38,43,39,27,1,0,0,0,0,0,0,0
,Male,,788,710,29,20,24,31,13,1,0,0,0,0,0,0,0
,Female,,473,417,19,18,19,8,14,0,0,0,0,0,0,0,0
NYMS-TX1 Mount Sinai Medical Center,All Genders,,"2,175","1,821",272,46,27,87,0,0,5,0,0,0,0,0,0
,Male,,"1,320","1,095",178,25,18,58,0,0,2,0,0,0,0,0,0
,Female,,855,726,94,21,9,29,0,0,3,0,0,0,0,0,0
NYNS-TX1 North Shore University Hospital/Northwell Health,All Genders,,476,431,23,0,0,22,0,0,0,0,0,0,0,0,0
,Male,,309,282,12,0,0,15,0,0,0,0,0,0,0,0,0
,Female,,167,149,11,0,0,7,0,0,0,0,0,0,0,0,0
NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,All Genders,,"1,129","1,059",62,9,17,0,0,0,0,0,0,0,0,0,0
,Male,,683,634,47,3,9,0,0,0,0,0,0,0,0,0,0
,Female,,446,425,15,6,8,0,0,0,0,0,0,0,0,0,0
NYSB-TX1 University Hospital of State University of New York at Stony Brook,All Genders,,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
NYUC-TX1 New York University Medical Center,All Genders,,717,579,112,4,14,20,12,1,0,0,0,0,0,0,0
,Male,,454,356,83,3,8,15,4,0,0,0,0,0,0,0,0
,Female,,263,223,29,1,6,5,8,1,0,0,0,0,0,0,0
NYUM-TX1 State University of New York Upstate Medical University,All Genders,,330,308,0,21,11,0,0,0,0,0,0,0,0,0,0
,Male,,217,201,0,16,5,0,0,0,0,0,0,0,0,0,0
,Female,,113,107,0,5,6,0,0,0,0,0,0,0,0,0,0
NYVA-TX1 James J. Peters VA Medical Center,All Genders,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYWC-TX1 Westchester Medical Center,All Genders,,498,395,97,0,0,14,0,0,0,0,0,0,0,0,0
,
,Male,,324,251,65,0,0,12,0,0,0,0,0,0,0,0,0
,Female,,174,144,32,0,0,2,0,0,0,0,0,0,0,0,0
OHAC-TX1 Akron City Hospital,All Genders,,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,All Genders,,929,573,198,15,19,140,35,2,11,0,0,5,0,1,0
,Male,,559,347,112,6,5,108,12,2,5,0,0,0,0,1,0
,Female,,370,226,86,9,14,32,23,0,6,0,0,5,0,0,0
OHCH-TX1 Nationwide Children's Hospital,All Genders,,29,8,1,0,0,16,3,1,0,0,0,0,0,0,0
,Male,,20,6,0,0,0,13,1,0,0,0,0,0,0,0,0
,Female,,9,2,1,0,0,3,2,1,0,0,0,0,0,0,0
OHCM-TX1 Children's Hospital Medical Center,All Genders,,67,35,20,5,0,9,1,1,11,0,0,0,0,0,0
,Male,,31,21,8,3,0,3,0,0,3,0,0,0,0,0,0
,Female,,36,14,12,2,0,6,1,1,8,0,0,0,0,0,0
OHCO-TX1 University of Toledo Medical Center,All Genders,,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
OHOU-TX1 Ohio State University Medical Center,All Genders,,737,587,110,1,20,17,12,0,0,0,0,0,0,0,0
,Male,,443,357,67,1,6,12,6,0,0,0,0,0,0,0,0
,Female,,294,230,43,0,14,5,6,0,0,0,0,0,0,0,0
OHSE-TX1 St. Elizabeth Health Center,All Genders,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OHTC-TX1 The Christ Hospital,All Genders,,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,All Genders,,411,302,90,10,13,11,0,0,0,0,0,0,0,0,0
,Male,,225,164,49,5,7,8,0,0,0,0,0,0,0,0,0
,Female,,186,138,41,5,6,3,0,0,0,0,0,0,0,0,0
OHUH-TX1 University Hospitals of Cleveland,All Genders,,626,517,101,5,8,7,6,0,0,0,0,0,0,0,0
,Male,,402,328,70,4,3,7,1,0,0,0,0,0,0,0,0
,Female,,224,189,31,1,5,0,5,0,0,0,0,0,0,0,0
OKBC-TX1 Integris Baptist Medical Center,All Genders,,378,252,89,0,6,24,13,0,0,0,0,0,0,0,0
,Male,,225,154,43,0,3,20,7,0,0,0,0,0,0,0,0
,Female,,153,98,46,0,3,4,6,0,0,0,0,0,0,0,0
OKMD-TX1 OU Medical Center,All Genders,,119,96,15,1,10,0,0,0,0,0,0,0,0,0,0
,Male,,57,45,8,0,5,0,0,0,0,0,0,0,0,0,0
,Female,,62,51,7,1,5,0,0,0,0,0,0,0,0,0,0
OKSJ-TX1 St John Medical Center,All Genders,,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
,
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,All Genders,,276,276,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0
ORSV-TX1 Providence St. Vincent Medical Center,All Genders,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Male,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ORUO-TX1 Oregon Health and Science University,All Genders,,396,312,70,2,12,4,0,0,0,0,0,0,0,0,0
,Male,,246,201,39,0,5,3,0,0,0,0,0,0,0,0,0
,Female,,150,111,31,2,7,1,0,0,0,0,0,0,0,0,0
ORVA-TX1 VA Portland Health Care System,All Genders,,186,156,30,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,172,145,27,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0
PAAE-TX1 Albert Einstein Medical Center,All Genders,,635,587,37,2,15,0,0,0,0,0,0,0,0,0,0
,Male,,388,356,23,1,10,0,0,0,0,0,0,0,0,0,0
,Female,,247,231,14,1,5,0,0,0,0,0,0,0,0,0,0
PAAG-TX1 Allegheny General Hospital,All Genders,,276,238,16,5,0,20,0,0,0,0,0,0,0,0,0
,Male,,184,158,11,1,0,16,0,0,0,0,0,0,0,0,0
,Female,,92,80,5,4,0,4,0,0,0,0,0,0,0,0,0
PACC-TX1 Crozer-Chester Medical Center,All Genders,,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,All Genders,,88,20,21,12,0,7,2,0,49,0,0,0,0,0,0
,Male,,49,11,10,6,0,6,1,0,27,0,0,0,0,0,0
,Female,,39,9,11,6,0,1,1,0,22,0,0,0,0,0,0
PACP-TX1 Children's Hospital of Philadelphia,All Genders,,79,58,7,0,0,10,6,2,0,0,0,0,0,0,0
,Male,,51,41,1,0,0,8,3,2,0,0,0,0,0,0,0
,Female,,28,17,6,0,0,2,3,0,0,0,0,0,0,0,0
PAGM-TX1 Geisinger Medical Center,All Genders,,276,266,10,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,184,175,9,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,92,91,1,0,0,0,0,0,0,0,0,0,0,0,0
PAHE-TX1 Penn State Milton S Hershey Medical Center,All Genders,,236,159,77,0,0,9,0,0,0,0,0,0,0,0,0
,Male,,150,94,54,0,0,9,0,0,0,0,0,0,0,0,0
,Female,,86,65,23,0,0,0,0,0,0,0,0,0,0,0,0
PAHH-TX1 Pinnacle Health System at Harrisburg Hospital,All Genders,,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0
PAHM-TX1 Hahnemann University Hospital,All Genders,,105,99,6,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,65,61,4,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,40,38,2,0,0,0,0,0,0,0,0,0,0,0,0
PALH-TX1 The Lankenau Hospital,All Genders,,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0
,
PALV-TX1 Lehigh Valley Hospital,All Genders,,290,279,0,3,13,0,0,0,0,0,0,0,0,0,0
,Male,,197,191,0,1,10,0,0,0,0,0,0,0,0,0,0
,Female,,93,88,0,2,3,0,0,0,0,0,0,0,0,0,0
PAPH-TX1 UPMC Hamot,All Genders,,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPT-TX1 University of Pittsburgh Medical Center,All Genders,,850,716,108,15,28,14,9,0,4,0,0,0,0,0,0
,Male,,528,446,66,9,17,14,2,0,3,0,0,0,0,0,0
,Female,,322,270,42,6,11,0,7,0,1,0,0,0,0,0,0
PARH-TX1 Reading Hospital,All Genders,,121,117,4,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,65,62,3,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,56,55,1,0,0,0,0,0,0,0,0,0,0,0,0
PASC-TX1 St. Christopher's Hospital for Children,All Genders,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PATJ-TX1 Thomas Jefferson University Hospital,All Genders,,756,623,108,5,16,19,0,0,0,0,0,0,0,0,0
,Male,,463,377,69,3,9,13,0,0,0,0,0,0,0,0,0
,Female,,293,246,39,2,7,6,0,0,0,0,0,0,0,0,0
PATU-TX1 Temple University Hospital,All Genders,,461,355,11,0,22,10,70,0,0,0,0,0,0,0,0
,Male,,286,222,9,0,18,10,32,0,0,0,0,0,0,0,0
,Female,,175,133,2,0,4,0,38,0,0,0,0,0,0,0,0
PAUP-TX1 Hospital of the University of Pennsylvania,All Genders,,"1,365","1,171",107,13,32,55,28,2,0,0,0,1,1,0,0
,Male,,823,704,72,2,12,43,8,2,0,0,0,0,1,0,0
,Female,,542,467,35,11,20,12,20,0,0,0,0,1,0,0,0
PAVA-TX1 VA Pittsburgh Healthcare System,All Genders,,607,566,44,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,579,539,43,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0
PRCC-TX1 Cardiovascular Center of Puerto Rico and the Caribbean,All Genders,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Male,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PRSJ-TX1 Auxilio Mutuo Hospital,All Genders,,290,273,17,0,3,0,0,0,0,0,0,0,0,0,0
,Male,,183,173,10,0,3,0,0,0,0,0,0,0,0,0,0
,Female,,107,100,7,0,0,0,0,0,0,0,0,0,0,0,0
RIRH-TX1 Rhode Island Hospital,All Genders,,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0
SCCH-TX1 MUSC Children's Hospital,All Genders,,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0
,Male,,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0
,Female,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SCMU-TX1 Medical University of South Carolina,All Genders,,"1,315","1,176",79,10,53,34,2,0,0,0,0,0,0,0,0
,Male,,751,660,58,5,29,22,1,0,0,0,0,0,0,0,0
,Female,,564,516,21,5,24,12,1,0,0,0,0,0,0,0,0
,
SDMK-TX1 Avera McKennan Hospital,All Genders,,270,239,36,3,12,0,0,0,0,0,0,0,0,0,0
,Male,,160,141,23,2,9,0,0,0,0,0,0,0,0,0,0
,Female,,110,98,13,1,3,0,0,0,0,0,0,0,0,0,0
SDSV-TX1 Sanford Health/USD Medical Center,All Genders,,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
TNBM-TX1 Baptist Memorial Hospital,All Genders,,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0
,Male,,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0
,Female,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
TNEM-TX1 Erlanger Medical Center,All Genders,,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0
TNLB-TX1 Le Bonheur Children's Medical Center,All Genders,,10,2,4,0,0,4,0,0,0,0,0,0,0,0,0
,Male,,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0
,Female,,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0
TNMH-TX1 Methodist University Hospital,All Genders,,989,901,69,6,20,0,0,0,0,0,0,0,0,0,0
,Male,,589,537,40,4,10,0,0,0,0,0,0,0,0,0,0
,Female,,400,364,29,2,10,0,0,0,0,0,0,0,0,0,0
TNPV-TX1 Centennial Medical Center,All Genders,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TNST-TX1 Saint Thomas Hospital,All Genders,,168,162,0,0,0,6,0,0,0,0,0,0,0,0,0
