,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CTYN-TX1 Yale New Haven Hospital,All Patient States,,772,607,133,2,1,43,0,0,0,0,0,0,0,0,0
,Connecticut,,695,538,126,2,1,42,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,64,60,3,0,0,1,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vermont,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DCCH-TX1 Children's National Medical Center,All Patient States,,28,25,0,0,0,3,0,0,0,0,0,0,0,0,0
,District of Columbia,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,17,15,0,0,0,2,0,0,0,0,0,0,0,0,0
,Virginia,,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,All Patient States,,"1,012",746,241,24,42,0,0,0,16,0,0,0,0,0,0
,Connecticut,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,128,93,30,4,4,0,0,0,1,0,0,0,0,0,0
,Florida,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,Maryland,,584,458,119,8,21,0,0,0,1,0,0,0,0,0,0
,Massachusetts,,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0
,New Jersey,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,6,2,3,1,0,0,0,0,2,0,0,0,0,0,0
,Pennsylvania,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,4,0,2,2,0,0,0,0,4,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Virginia,,261,177,76,6,15,0,0,0,6,0,0,0,0,0,0
,West Virginia,,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0
DCGW-TX1 George Washington University Hospital,All Patient States,,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DCWH-TX1 Washington Hospital Center,All Patient States,,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0
,District of Columbia,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Maryland,,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0
,Virginia,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,All Patient States,,235,231,0,4,0,0,0,0,0,0,0,0,0,0,0
,California,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hawaii,,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,76,74,0,2,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
,Washington,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,West Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,All Patient States,,17,12,5,0,0,1,0,0,0,0,0,0,0,0,0
,
,Delaware,,10,8,1,0,0,1,0,0,0,0,0,0,0,0,0
,New Jersey,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
DECC-TX1 Christiana Care Health Services,All Patient States,,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,All Patient States,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Florida,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLBC-TX1 Broward Health Medical Center,All Patient States,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
FLBF-TX1 Bert Fish Medical Center,All Patient States,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,All Patient States,,931,865,57,0,0,10,0,0,0,0,0,0,0,0,0
,California,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delaware,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,876,815,54,0,0,8,0,0,0,0,0,0,0,0,0
,Georgia,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLFH-TX1 AdventHealth Orlando,All Patient States,,483,407,63,1,7,9,1,0,0,0,0,0,0,0,0
,Florida,,468,393,63,1,7,8,1,0,0,0,0,0,0,0,0
,Georgia,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Louisiana,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLHM-TX1 Halifax Medical Center,All Patient States,,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Patient States,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Florida,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,All Patient States,,771,614,103,17,18,40,10,0,20,2,0,0,0,0,0
,Arkansas,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
,Connecticut,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,District of Columbia,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,735,582,99,14,18,40,10,0,17,2,0,0,0,0,0
,Georgia,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
,Massachusetts,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
,Puerto Rico,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0
FLLM-TX1 Largo Medical Center,All Patient States,,81,62,19,0,0,4,0,0,0,0,0,0,0,0,0
,Florida,,80,61,19,0,0,4,0,0,0,0,0,0,0,0,0
,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLMR-TX1 Memorial Regional Hospital,All Patient States,,97,84,0,0,0,13,0,0,0,0,0,0,0,0,0
,Florida,,97,84,0,0,0,13,0,0,0,0,0,0,0,0,0
FLSH-TX1 Ascension Sacred Heart Pensacola,All Patient States,,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alabama,,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
FLSL-TX1 Mayo Clinic Florida,All Patient States,,987,842,70,8,23,34,20,1,0,0,0,0,0,0,0
,Alabama,,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Arkansas,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,634,538,48,4,10,25,16,1,0,0,0,0,0,0,0
,Georgia,,208,188,5,2,8,6,1,0,0,0,0,0,0,0,0
,Hawaii,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,Kentucky,,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0
,Louisiana,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,11,8,2,0,1,0,0,0,0,0,0,0,0,0,0
,North Carolina,,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Pennsylvania,,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0
,Rhode Island,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,22,17,3,1,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0
,Tennessee,,11,9,0,1,0,0,1,0,0,0,0,0,0,0,0
,Texas,,9,7,1,0,1,0,0,0,0,0,0,0,0,0,0
,Utah,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,West Virginia,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Wisconsin,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wyoming,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLTG-TX1 Tampa General Hospital,All Patient States,,996,835,119,0,17,26,15,0,0,0,0,0,0,0,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alaska,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,California,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,963,805,116,0,17,26,14,0,0,0,0,0,0,0,0
,Georgia,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virginia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
FLUF-TX1 UF Health Shands Hospital,All Patient States,,621,521,33,1,12,65,10,0,0,0,0,0,0,0,0
,Alabama,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,559,464,32,1,12,63,7,0,0,0,0,0,0,0,0
,Georgia,,54,52,0,0,0,1,1,0,0,0,0,0,0,0,0
,Louisiana,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,New York,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEH-TX1 Children's Healthcare of Atlanta at Egleston,All Patient States,,56,42,9,0,0,5,0,0,0,0,0,0,0,0,0
,Alabama,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,51,41,5,0,0,5,0,0,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,All Patient States,,"2,226","2,022",145,2,10,66,5,0,0,0,0,0,0,0,0
,Alabama,,91,84,6,0,0,2,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,17,16,3,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,"1,995","1,809",127,2,8,62,5,0,0,0,0,0,0,0,0
,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,50,46,2,0,0,2,0,0,0,0,0,0,0,0,0
,State unassigned,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,32,28,4,0,2,0,0,0,0,0,0,0,0,0,0
,Texas,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",All Patient States,,668,662,0,1,10,0,0,0,0,0,0,0,0,0,0
,Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,326,323,0,0,5,0,0,0,0,0,0,0,0,0,0
,South Carolina,,339,336,0,1,5,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,All Patient States,,"1,490","1,302",178,2,15,19,0,0,0,0,0,0,0,0,0
,Alabama,,113,109,4,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Georgia,,"1,336","1,158",165,2,15,18,0,0,0,0,0,0,0,0,0
,
,Kentucky,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mississippi,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,13,11,3,0,0,1,0,0,0,0,0,0,0,0,0
,State unassigned,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,All Patient States,,348,326,22,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hawaii,,340,318,22,0,0,0,0,0,0,0,0,0,0,0,0
,State unassigned,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,All Patient States,,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,All Patient States,,351,274,35,0,10,23,10,0,0,0,0,0,0,0,0
,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Georgia,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Illinois,,59,46,8,0,3,2,0,0,0,0,0,0,0,0,0
,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,276,218,25,0,5,21,8,0,0,0,0,0,0,0,0
,Kansas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Minnesota,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Nebraska,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,All Patient States,,14,8,0,2,4,0,0,0,0,0,0,0,0,0,0
,Iowa,,13,7,0,2,4,0,0,0,0,0,0,0,0,0,0
,Nebraska,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,All Patient States,,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arizona,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,Idaho,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,Indiana,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kansas,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kentucky,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nebraska,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Dakota,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Rico,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,All Patient States,,298,246,0,0,0,55,0,0,0,0,0,0,0,0,0
,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,284,235,0,0,0,52,0,0,0,0,0,0,0,0,0
,Indiana,,12,10,0,0,0,2,0,0,0,0,0,0,0,0,0
,Michigan,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,All Patient States,,91,46,6,0,0,32,0,0,7,0,0,0,0,0,0
,Illinois,,85,45,6,0,0,28,0,0,6,0,0,0,0,0,0
,Indiana,,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
,Michigan,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Missouri,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,New York,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,All Patient States,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
,Illinois,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Indiana,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,New Jersey,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,
ILLU-TX1 Loyola University Medical Center,All Patient States,,483,358,50,6,14,29,36,0,0,0,0,0,0,0,0
,Hawaii,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,468,350,50,6,14,28,30,0,0,0,0,0,0,0,0
,Indiana,,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0
,Iowa,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wisconsin,,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0
ILMM-TX1 Memorial Medical Center,All Patient States,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,All Patient States,,"1,011",862,70,13,33,41,5,1,0,0,0,0,0,0,0
,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,936,800,62,12,31,40,4,1,0,0,0,0,0,0,0
,Indiana,,55,47,5,1,2,0,0,0,0,0,0,0,0,0,0
,Kentucky,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Michigan,,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
,Minnesota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Missouri,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tennessee,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Wisconsin,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,All Patient States,,419,400,19,20,16,0,0,0,0,0,0,0,0,0,0
,Idaho,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Illinois,,404,385,19,20,16,0,0,0,0,0,0,0,0,0,0
,Indiana,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
