,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Adult Status 3,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 4,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Adult Status 5,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 6,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,13,0,0,0,0,0,13,1,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,"2,988","2,957",0,1,33,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,"1,783","1,710",0,18,67,0,0,0,0,0,0,0,0,0,0
,
CASG-TX1 Sutter Medical Center Sacramento,All Types,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 4,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
CASH-TX1 Sharp Memorial Hospital,All Types,,561,550,0,3,16,11,0,0,0,0,0,0,0,0,0
,Adult Status 2,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,397,396,0,1,9,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,157,154,0,2,7,0,0,0,0,0,0,0,0,0,0
CASJ-TX1 Saint Joseph Hospital,All Types,,357,357,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0
CASM-TX1 University of California Davis Medical Center,All Types,,"1,665","1,665",0,0,3,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,751,751,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,914,914,0,0,3,0,0,0,0,0,0,0,0,0,0
CASU-TX1 Stanford Health Care,All Types,,"2,082","1,834",224,1,9,17,31,5,1,0,0,0,0,0,0
,Liver Status 7 (Inactive),,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,Adult Status 5,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 20 to < 30,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,7,0,0,0,0,0,7,2,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,Intestine Non-urgent,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,129,128,0,1,1,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,"1,706","1,706",0,0,8,0,0,0,0,0,0,0,0,0,0
CASV-TX1 St. Vincent Medical Center,All Types,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,All Types,,"2,453","1,930",502,21,6,28,21,0,27,0,0,0,0,0,0
,Liver Status 1A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0
,
,Liver MELD / PELD <15,,186,0,186,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 3,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Adult Status 4,,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Adult Status 6,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Intestine Status 1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Intestine Non-urgent,,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0
,Intestine Temporarily inactive,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,"1,684","1,672",0,14,5,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,265,258,0,7,1,0,0,0,0,0,0,0,0,0,0
CAUH-TX1 Keck Hospital of USC,All Types,,"1,662","1,400",242,1,4,19,32,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,135,0,135,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 3,,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Adult Status 4,,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score >=50,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,"1,019","1,017",0,0,2,0,0,0,0,0,0,0,0,0,0
,
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,385,383,0,1,2,0,0,0,0,0,0,0,0,0,0
COCH-TX1 Children's Hospital Colorado,All Types,,41,27,4,0,0,11,0,0,0,0,0,0,0,0,0
,Liver Status 1B,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
COPM-TX1 Centura Transplant,All Types,,128,115,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,All Types,,411,349,68,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,All Types,,"1,029",849,114,12,24,48,11,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Adult Status 6,,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Inactive,,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,
,Kidney/Pancreas/Kidney-Pancreas: Active,,464,452,0,0,13,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,404,397,0,12,11,0,0,0,0,0,0,0,0,0,0
CTHH-TX1 Hartford Hospital,All Types,,454,389,52,0,0,16,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Adult Status 4,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 6,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0
CTYN-TX1 Yale New Haven Hospital,All Types,,772,607,133,2,1,43,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Adult Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 3,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Adult Status 4,,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0
,Adult Status 5,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 6,,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,313,310,0,2,1,0,0,0,0,0,0,0,0,0,0
DCCH-TX1 Children's National Medical Center,All Types,,28,25,0,0,0,3,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,All Types,,"1,012",746,241,24,42,0,0,0,16,0,0,0,0,0,0
,Liver Status 7 (Inactive),,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Intestine Status 1,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0
,
,Intestine Temporarily inactive,,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,409,391,0,9,13,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,390,355,0,15,29,0,0,0,0,0,0,0,0,0,0
DCGW-TX1 George Washington University Hospital,All Types,,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
DCWH-TX1 Washington Hospital Center,All Types,,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,All Types,,235,231,0,4,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,173,169,0,4,0,0,0,0,0,0,0,0,0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,All Types,,17,12,5,0,0,1,0,0,0,0,0,0,0,0,0
,Liver Status 1B,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DECC-TX1 Christiana Care Health Services,All Types,,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,All Types,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLBC-TX1 Broward Health Medical Center,All Types,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
FLBF-TX1 Bert Fish Medical Center,All Types,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,All Types,,931,865,57,0,0,10,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,Adult Status 6,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,665,665,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
FLFH-TX1 AdventHealth Orlando,All Types,,483,407,63,1,7,9,1,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,206,203,0,1,3,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,208,204,0,0,4,0,0,0,0,0,0,0,0,0,0
FLHM-TX1 Halifax Medical Center,All Types,,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Types,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,All Types,,771,614,103,17,18,40,10,0,20,2,0,0,0,0,0
,Liver Status 7 (Inactive),,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 25-29,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 30-34,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 35+,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Heart Status 1A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 1B,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Heart Status 2,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Heart Status 7 (Inactive),,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
,Adult Status 4,,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0
,Adult Status 5,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 6,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,
,Lung/Heart-Lung: Lung Allocation Score 30 to < 35,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 35 to < 40,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Lung/Heart-Lung: Lung Allocation Score 40 to 50,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Intestine Status 1,,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0
,Intestine Temporarily inactive,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,301,278,0,13,14,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Active-Medically urgent,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,341,333,0,4,4,0,0,0,0,0,0,0,0,0,0
,VCA: Active,,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FLLM-TX1 Largo Medical Center,All Types,,81,62,19,0,0,4,0,0,0,0,0,0,0,0,0
,Liver Status 7 (Inactive),,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD <15,,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 15-19,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Liver MELD / PELD 20-24,,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Adult Status 2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Adult Status 6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Kidney/Pancreas/Kidney-Pancreas: Active,,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kidney/Panc/Kidney-Panc: Temporarily inactive,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
