,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
GAEM-TX1 Emory University Hospital,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,Mississippi,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,Nevada,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,New Jersey,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,North Carolina,,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,South Carolina,,50,46,2,0,0,2,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,State unassigned,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,Tennessee,,32,28,4,0,2,0,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,Texas,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",All Patient States,,668,662,0,1,10,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",Alabama,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",Florida,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",Georgia,,326,323,0,0,5,0,0,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",South Carolina,,339,336,0,1,5,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,All Patient States,,"1,490","1,302",178,2,15,19,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Alabama,,113,109,4,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Georgia,,"1,336","1,158",165,2,15,18,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Kentucky,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Mississippi,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,North Carolina,,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Pennsylvania,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,South Carolina,,13,11,3,0,0,1,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,State unassigned,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,Tennessee,,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,All Patient States,,348,326,22,0,0,0,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,Hawaii,,340,318,22,0,0,0,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,State unassigned,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,All Patient States,,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Indiana,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Iowa,,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Minnesota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,New Jersey,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,All Patient States,,351,274,35,0,10,23,10,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,California,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Georgia,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Illinois,,59,46,8,0,3,2,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Indiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Iowa,,276,218,25,0,5,21,8,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Kansas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Minnesota,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Missouri,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Nebraska,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,Wisconsin,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,All Patient States,,14,8,0,2,4,0,0,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,Iowa,,13,7,0,2,4,0,0,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,Nebraska,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,All Patient States,,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Arizona,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Arkansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Colorado,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Connecticut,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Florida,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Idaho,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Illinois,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Indiana,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Iowa,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Kansas,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Kentucky,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Maryland,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Michigan,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Minnesota,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Missouri,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Nebraska,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,New York,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,North Carolina,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,North Dakota,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Oklahoma,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Puerto Rico,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,South Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,South Dakota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,Wisconsin,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,All Patient States,,298,246,0,0,0,55,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,Illinois,,284,235,0,0,0,52,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,Indiana,,12,10,0,0,0,2,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,Michigan,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,All Patient States,,91,46,6,0,0,32,0,0,7,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,Illinois,,85,45,6,0,0,28,0,0,6,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,Indiana,,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,Michigan,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,Missouri,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,New York,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,All Patient States,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,Illinois,,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,Indiana,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,New Jersey,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,All Patient States,,483,358,50,6,14,29,36,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Hawaii,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Illinois,,468,350,50,6,14,28,30,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Indiana,,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Iowa,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,Wisconsin,,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0
ILMM-TX1 Memorial Medical Center,All Patient States,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMM-TX1 Memorial Medical Center,Illinois,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,All Patient States,,"1,011",862,70,13,33,41,5,1,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Arizona,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Colorado,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Illinois,,936,800,62,12,31,40,4,1,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Indiana,,55,47,5,1,2,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Kentucky,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Michigan,,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Minnesota,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Missouri,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Oklahoma,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Tennessee,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Texas,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,Wisconsin,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,All Patient States,,419,400,19,20,16,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,Idaho,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,Illinois,,404,385,19,20,16,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,Indiana,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,New York,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILSF-TX1 OSF Saint Francis Medical Center,All Patient States,,292,287,0,2,7,3,0,0,0,0,0,0,0,0,0
ILSF-TX1 OSF Saint Francis Medical Center,Illinois,,290,285,0,2,6,3,0,0,0,0,0,0,0,0,0
ILSF-TX1 OSF Saint Francis Medical Center,Iowa,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,All Patient States,,578,502,37,21,7,14,4,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Illinois,,484,431,29,9,6,11,4,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Indiana,,69,57,8,2,0,3,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Massachusetts,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Michigan,,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Missouri,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,State unassigned,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Tennessee,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Virginia,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Washington,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,Wisconsin,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,All Patient States,,613,549,62,2,12,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Illinois,,581,519,61,1,11,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Indiana,,25,24,1,0,1,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Massachusetts,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,State unassigned,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,Wisconsin,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,All Patient States,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,Illinois,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,Indiana,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,Kansas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,North Carolina,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,Wisconsin,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,All Patient States,,747,639,86,19,19,25,2,0,17,0,0,0,0,0,0
INIM-TX1 Indiana University Health,California,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Colorado,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Georgia,,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Illinois,,21,18,3,3,1,0,0,0,3,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Indiana,,654,557,75,8,17,24,2,0,7,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Kentucky,,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Michigan,,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,New Jersey,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Ohio,,8,6,1,1,0,0,0,0,1,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Oregon,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,State unassigned,,44,43,0,1,1,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Tennessee,,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Texas,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,Utah,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,All Patient States,,31,27,0,0,0,4,0,0,0,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,Indiana,,30,26,0,0,0,4,0,0,0,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,Michigan,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,All Patient States,,246,201,0,0,0,55,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,Georgia,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,Illinois,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,Indiana,,221,182,0,0,0,47,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,Kentucky,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,Ohio,,12,7,0,0,0,7,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,State unassigned,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,All Patient States,,409,287,103,0,9,18,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Arkansas,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,California,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Iowa,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Kansas,,252,172,64,0,5,14,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Mississippi,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Missouri,,135,95,36,0,4,4,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Nebraska,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,New York,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Oklahoma,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,State unassigned,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Texas,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Virginia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,Wyoming,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,All Patient States,,330,250,39,2,16,18,10,2,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Florida,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Illinois,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Indiana,,70,60,7,0,0,3,2,1,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Kentucky,,248,180,32,1,16,14,8,1,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Ohio,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Pennsylvania,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,Tennessee,,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,West Virginia,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,All Patient States,,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,Indiana,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,Kentucky,,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,All Patient States,,605,476,111,0,8,18,13,1,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Indiana,,22,21,0,0,0,2,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Kentucky,,507,407,78,0,7,12,13,1,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Louisiana,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Ohio,,15,12,2,0,0,2,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,State unassigned,,17,13,6,0,0,0,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Tennessee,,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,Virginia,,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,West Virginia,,22,10,16,0,1,2,0,0,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,All Patient States,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,Louisiana,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,Mississippi,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,All Patient States,,906,770,70,0,12,58,3,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,Alabama,,50,47,1,0,1,1,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,California,,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,District of Columbia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,Florida,,13,11,1,0,1,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,Georgia,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
