,,,All Organs,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart,Lung,Heart / Lung,Intestine,Abdominal Wall,Head & Neck: Craniofacial,GU: Uterus,Upper Limb: Bilateral,Upper Limb: Unilateral,"Face, Scalp"
,80-97,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
FLSL-TX1 Mayo Clinic Florida,All CPRA,,987,842,70,8,23,34,20,1,0,0,0,0,0,0,0
,0,,352,344,0,3,5,0,0,0,0,0,0,0,0,0,0
,1-19,,151,142,0,4,5,0,0,0,0,0,0,0,0,0,0
,20-79,,240,230,0,1,9,0,0,0,0,0,0,0,0,0,0
,80-97,,54,53,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,76,73,0,0,3,0,0,0,0,0,0,0,0,0,0
,NA,,123,0,70,0,0,34,20,1,0,0,0,0,0,0,0
FLTG-TX1 Tampa General Hospital,All CPRA,,996,835,119,0,17,26,15,0,0,0,0,0,0,0,0
,0,,536,529,0,0,7,0,0,0,0,0,0,0,0,0,0
,1-19,,69,68,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,112,110,0,0,3,0,0,0,0,0,0,0,0,0,0
,80-97,,52,48,0,0,4,0,0,0,0,0,0,0,0,0,0
,98-100,,81,80,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,,159,0,119,0,0,26,15,0,0,0,0,0,0,0,0
FLUF-TX1 UF Health Shands Hospital,All CPRA,,621,521,33,1,12,65,10,0,0,0,0,0,0,0,0
,0,,300,298,0,0,8,0,0,0,0,0,0,0,0,0,0
,1-19,,52,51,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,115,115,0,0,3,0,0,0,0,0,0,0,0,0,0
,80-97,,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,26,25,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,,106,0,33,0,0,65,10,0,0,0,0,0,0,0,0
GAEH-TX1 Children's Healthcare of Atlanta at Egleston,All CPRA,,56,42,9,0,0,5,0,0,0,0,0,0,0,0,0
,0,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,14,0,9,0,0,5,0,0,0,0,0,0,0,0,0
GAEM-TX1 Emory University Hospital,All CPRA,,"2,226","2,022",145,2,10,66,5,0,0,0,0,0,0,0,0
,0,,752,751,0,0,2,0,0,0,0,0,0,0,0,0,0
,1-19,,520,520,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,460,460,0,0,2,0,0,0,0,0,0,0,0,0,0
,80-97,,135,135,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,157,156,0,2,4,0,0,0,0,0,0,0,0,0,0
,NA,,216,0,145,0,0,66,5,0,0,0,0,0,0,0,0
"GAMC-TX1 AU Medical Center, Inc.",All CPRA,,668,662,0,1,10,0,0,0,0,0,0,0,0,0,0
,0,,502,497,0,0,9,0,0,0,0,0,0,0,0,0,0
,1-19,,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,33,32,0,1,0,0,0,0,0,0,0,0,0,0,0
,98-100,,26,26,0,0,1,0,0,0,0,0,0,0,0,0,0
GAPH-TX1 Piedmont Hospital,All CPRA,,"1,490","1,302",178,2,15,19,0,0,0,0,0,0,0,0,0
,0,,338,338,0,0,1,0,0,0,0,0,0,0,0,0,0
,1-19,,213,211,0,2,1,0,0,0,0,0,0,0,0,0,0
,20-79,,467,466,0,0,5,0,0,0,0,0,0,0,0,0,0
,80-97,,156,156,0,0,6,0,0,0,0,0,0,0,0,0,0
,98-100,,131,131,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,,197,0,178,0,0,19,0,0,0,0,0,0,0,0,0
HIQM-TX1 The Queen's Medical Center,All CPRA,,348,326,22,0,0,0,0,0,0,0,0,0,0,0,0
,0,,239,239,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0
IAIM-TX1 Iowa Methodist Medical Center,All CPRA,,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
IAIV-TX1 University of Iowa Hospitals and Clinics Transplant Programs,All CPRA,,351,274,35,0,10,23,10,0,0,0,0,0,0,0,0
,0,,188,181,0,0,7,0,0,0,0,0,0,0,0,0,0
,1-19,,36,35,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,34,33,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0
,
,98-100,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,68,0,35,0,0,23,10,0,0,0,0,0,0,0,0
IAMH-TX1 MercyOne Des Moines Transplant Center,All CPRA,,14,8,0,2,4,0,0,0,0,0,0,0,0,0,0
,0,,8,5,0,1,2,0,0,0,0,0,0,0,0,0,0
,20-79,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
IAVA-TX1 The Iowa City VA Health Care System,All CPRA,,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ILCH-TX1 Advocate Christ Medical Center,All CPRA,,298,246,0,0,0,55,0,0,0,0,0,0,0,0,0
,0,,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0
ILCM-TX1 Ann & Robert H. Lurie Children's Hospital of Chicago,All CPRA,,91,46,6,0,0,32,0,0,7,0,0,0,0,0,0
,0,,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,45,0,6,0,0,32,0,0,7,0,0,0,0,0,0
ILEH-TX1 Evanston Hospital,All CPRA,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
,NA,,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
ILLU-TX1 Loyola University Medical Center,All CPRA,,483,358,50,6,14,29,36,0,0,0,0,0,0,0,0
,0,,300,288,0,4,12,0,0,0,0,0,0,0,0,0,0
,1-19,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,30,28,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,14,12,0,1,1,0,0,0,0,0,0,0,0,0,0
,98-100,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,115,0,50,0,0,29,36,0,0,0,0,0,0,0,0
ILMM-TX1 Memorial Medical Center,All CPRA,,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,98-100,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ILNM-TX1 Northwestern Memorial Hospital,All CPRA,,"1,011",862,70,13,33,41,5,1,0,0,0,0,0,0,0
,0,,611,579,0,10,22,0,0,0,0,0,0,0,0,0,0
,1-19,,51,47,0,1,3,0,0,0,0,0,0,0,0,0,0
,20-79,,115,112,0,1,3,0,0,0,0,0,0,0,0,0,0
,80-97,,56,55,0,0,2,0,0,0,0,0,0,0,0,0,0
,98-100,,71,69,0,1,3,0,0,0,0,0,0,0,0,0,0
,NA,,113,0,70,0,0,41,5,1,0,0,0,0,0,0,0
ILPL-TX1 Rush University Medical Center,All CPRA,,419,400,19,20,16,0,0,0,0,0,0,0,0,0,0
,0,,299,295,0,18,14,0,0,0,0,0,0,0,0,0,0
,1-19,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,36,36,0,2,2,0,0,0,0,0,0,0,0,0,0
,80-97,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0
ILSF-TX1 OSF Saint Francis Medical Center,All CPRA,,292,287,0,2,7,3,0,0,0,0,0,0,0,0,0
,0,,216,215,0,1,4,0,0,0,0,0,0,0,0,0,0
,1-19,,23,22,0,1,0,0,0,0,0,0,0,0,0,0,0
,20-79,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,13,13,0,0,2,0,0,0,0,0,0,0,0,0,0
,98-100,,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ILUC-TX1 University of Chicago Medical Center,All CPRA,,578,502,37,21,7,14,4,0,0,0,0,0,0,0,0
,0,,377,352,0,20,6,0,0,0,0,0,0,0,0,0,0
,1-19,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,54,52,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,54,0,37,0,0,14,4,0,0,0,0,0,0,0,0
ILUI-TX1 University of Illinois Medical Center,All CPRA,,613,549,62,2,12,0,0,0,0,0,0,0,0,0,0
,0,,416,410,0,1,5,0,0,0,0,0,0,0,0,0,0
,1-19,,38,37,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,55,53,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,24,23,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,29,26,0,0,4,0,0,0,0,0,0,0,0,0,0
,NA,,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0
ILVA-TX1 Edward Hines Jr. Veterans Administration Medical Center,All CPRA,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
INIM-TX1 Indiana University Health,All CPRA,,747,639,86,19,19,25,2,0,17,0,0,0,0,0,0
,
,0,,487,472,0,15,10,0,0,0,0,0,0,0,0,0,0
,1-19,,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,74,72,0,2,4,0,0,0,0,0,0,0,0,0,0
,80-97,,25,25,0,0,2,0,0,0,0,0,0,0,0,0,0
,98-100,,22,20,0,2,3,0,0,0,0,0,0,0,0,0,0
,NA,,115,0,86,0,0,25,2,0,17,0,0,0,0,0,0
INLH-TX1 Lutheran Hospital of Fort Wayne,All CPRA,,31,27,0,0,0,4,0,0,0,0,0,0,0,0,0
,0,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
INSV-TX1 Ascension St. Vincent Hospital,All CPRA,,246,201,0,0,0,55,0,0,0,0,0,0,0,0,0
,0,,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0
KSUK-TX1 University of Kansas Hospital,All CPRA,,409,287,103,0,9,18,0,0,0,0,0,0,0,0,0
,0,,214,209,0,0,5,0,0,0,0,0,0,0,0,0,0
,1-19,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,41,40,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,8,6,0,0,3,0,0,0,0,0,0,0,0,0,0
,NA,,121,0,103,0,0,18,0,0,0,0,0,0,0,0,0
KYJH-TX1 Jewish Hospital,All CPRA,,330,250,39,2,16,18,10,2,0,0,0,0,0,0,0
,0,,156,142,0,1,13,0,0,0,0,0,0,0,0,0,0
,1-19,,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,48,44,0,1,3,0,0,0,0,0,0,0,0,0,0
,80-97,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,65,0,39,0,0,18,10,2,0,0,0,0,0,0,0
KYKC-TX1 Norton Children's Hospital,All CPRA,,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0
,0,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
KYUK-TX1 University of Kentucky Medical Center,All CPRA,,605,476,111,0,8,18,13,1,0,0,0,0,0,0,0
,0,,206,200,0,0,7,0,0,0,0,0,0,0,0,0,0
,1-19,,114,113,0,0,1,0,0,0,0,0,0,0,0,0,0
,20-79,,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,80-97,,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,141,0,111,0,0,18,13,1,0,0,0,0,0,0,0
LACH-TX1 Children's Hospital,All CPRA,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOF-TX1 Ochsner Foundation Hospital,All CPRA,,906,770,70,0,12,58,3,0,0,0,0,0,0,0,0
,0,,444,436,0,0,8,0,0,0,0,0,0,0,0,0,0
,1-19,,113,111,0,0,2,0,0,0,0,0,0,0,0,0,0
,20-79,,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,49,49,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,,131,0,70,0,0,58,3,0,0,0,0,0,0,0,0
LATU-TX1 Tulane Medical Center,All CPRA,,613,596,12,0,8,0,0,0,0,0,0,0,0,0,0
,0,,233,231,0,0,2,0,0,0,0,0,0,0,0,0,0
,1-19,,117,114,0,0,3,0,0,0,0,0,0,0,0,0,0
,20-79,,139,138,0,0,1,0,0,0,0,0,0,0,0,0,0
,80-97,,57,56,0,0,1,0,0,0,0,0,0,0,0,0,0
,98-100,,58,57,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
LAWK-TX1 Willis-Knighton Medical Center,All CPRA,,420,357,52,3,12,0,0,0,0,0,0,0,0,0,0
,0,,170,163,0,3,4,0,0,0,0,0,0,0,0,0,0
,1-19,,73,69,0,0,4,0,0,0,0,0,0,0,0,0,0
,20-79,,86,83,0,0,3,0,0,0,0,0,0,0,0,0,0
,80-97,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,25,24,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0
MABI-TX1 Beth Israel Deaconess Medical Center,All CPRA,,522,400,122,9,35,0,0,0,0,0,0,0,0,0,0
,0,,314,305,0,8,26,0,0,0,0,0,0,0,0,0,0
,1-19,,27,26,0,1,4,0,0,0,0,0,0,0,0,0,0
,20-79,,48,48,0,0,2,0,0,0,0,0,0,0,0,0,0
,80-97,,12,12,0,0,2,0,0,0,0,0,0,0,0,0,0
,98-100,,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0
MABS-TX1 Baystate Medical Center,All CPRA,,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,
MABU-TX1 Boston Medical Center,All CPRA,,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
MACH-TX1 Boston Children's Hospital,All CPRA,,65,23,12,1,0,26,3,0,3,0,0,0,0,0,0
,0,,16,15,0,1,0,0,0,0,0,0,0,0,0,0,0
,1-19,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,43,0,12,0,0,26,3,0,3,0,0,0,0,0,0
MALC-TX1 Lahey Clinic Medical Center,All CPRA,,286,207,87,0,0,0,0,0,0,0,0,0,0,0,0
,0,,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0
MAMG-TX1 Massachusetts General Hospital,All CPRA,,"1,569","1,184",371,14,10,22,10,0,0,0,0,0,0,0,1
,0,,"1,015","1,006",0,12,8,0,0,0,0,0,0,0,0,0,1
,1-19,,26,26,0,1,1,0,0,0,0,0,0,0,0,0,0
,20-79,,92,91,0,1,1,0,0,0,0,0,0,0,0,0,0
,80-97,,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,403,0,371,0,0,22,10,0,0,0,0,0,0,0,0
MANM-TX1 Tufts Medical Center,All CPRA,,311,213,0,0,0,103,0,0,0,0,0,0,0,0,0
,0,,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0
MAPB-TX1 Brigham and Women's Hospital,All CPRA,,479,388,0,5,12,33,45,1,0,0,0,0,0,0,0
,0,,324,310,0,3,12,0,0,0,0,0,0,0,0,0,0
,1-19,,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,33,31,0,2,0,0,0,0,0,0,0,0,0,0,0
,80-97,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,77,0,0,0,0,33,45,1,0,0,0,0,0,0,0
MAUM-TX1 UMass Memorial Medical Center,All CPRA,,840,477,367,13,9,0,0,0,0,0,0,0,0,0,0
,
,0,,352,348,0,10,6,0,0,0,0,0,0,0,0,0,0
,1-19,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,63,62,0,0,2,0,0,0,0,0,0,0,0,0,0
,80-97,,24,22,0,2,0,0,0,0,0,0,0,0,0,0,0
,98-100,,25,25,0,1,1,0,0,0,0,0,0,0,0,0,0
,NA,,367,0,367,0,0,0,0,0,0,0,0,0,0,0,0
MDJH-TX1 Johns Hopkins Hospital,All CPRA,,"1,737","1,345",359,16,14,38,3,0,0,0,1,0,1,1,0
,0,,756,751,0,5,7,0,0,0,0,0,1,0,0,0,0
,1-19,,81,80,0,1,0,0,0,0,0,0,0,0,0,0,0
,20-79,,303,298,0,9,6,0,0,0,0,0,0,0,1,1,0
,80-97,,87,86,0,1,0,0,0,0,0,0,0,0,0,0,0
,98-100,,131,130,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,,400,0,359,0,0,38,3,0,0,0,0,0,0,0,0
MDUM-TX1 University of Maryland Medical System,All CPRA,,"1,118",769,297,9,13,46,13,0,0,0,0,0,0,0,0
,0,,477,474,0,3,4,0,0,0,0,0,0,0,0,0,0
,1-19,,73,73,0,1,2,0,0,0,0,0,0,0,0,0,0
,20-79,,107,106,0,1,5,0,0,0,0,0,0,0,0,0,0
,80-97,,52,49,0,3,2,0,0,0,0,0,0,0,0,0,0
,98-100,,68,67,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,,356,0,297,0,0,46,13,0,0,0,0,0,0,0,0
MEMC-TX1 Maine Medical Center,All CPRA,,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
MIBH-TX1 William Beaumont Hospital,All CPRA,,368,329,51,0,0,0,0,0,0,0,0,0,0,0,0
,0,,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0
MICH-TX1 Children's Hospital of Michigan,All CPRA,,10,6,2,0,0,2,0,0,0,0,0,0,0,0,0
,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MIDV-TX1 Helen DeVos Children's Hospital,All CPRA,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHF-TX1 Henry Ford Hospital,All CPRA,,537,380,100,27,14,32,19,0,1,0,0,0,0,0,0
,0,,232,223,0,19,10,0,0,0,0,0,0,0,0,0,0
,1-19,,49,48,0,5,4,0,0,0,0,0,0,0,0,0,0
,20-79,,56,53,0,3,0,0,0,0,0,0,0,0,0,0,0
,80-97,,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,,151,0,100,0,0,32,19,0,1,0,0,0,0,0,0
MIHH-TX1 Harper University Hospital Detroit Medical Center,All CPRA,,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MIHM-TX1 Hurley Medical Center,All CPRA,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIKZ-TX1 Borgess Medical Center,All CPRA,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MISH-TX1 Spectrum Health,All CPRA,,38,0,0,0,0,33,5,0,0,0,0,0,0,0,0
,NA,,38,0,0,0,0,33,5,0,0,0,0,0,0,0,0
MISJ-TX1 Ascension St. John Hospital,All CPRA,,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MISM-TX1 Mercy Health Saint Mary’s,All CPRA,,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0
,1-19,,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,20-79,,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
,80-97,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,98-100,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MIUM-TX1 University of Michigan Medical Center,All CPRA,,939,772,88,4,19,71,11,0,0,0,0,0,0,0,0
